+-------+------------------+------------------+------------+------------+
|   Z   |        F         |     F deriv      |     U      |    divF    |
| 0.032 |  514.0354834991  |  514.835969735   | 2.2199e-06 | 91142.071  |
| 0.032 |  515.6364560403  |  516.4369979723  | 2.2199e-06 |  91146.31  |
| 0.033 |  517.2375399744  |  518.0381377736  | 2.2199e-06 | 91150.563  |
| 0.033 |  518.8387356433  |  519.639389467   | 2.2199e-06 | 91154.829  |
| 0.033 |  520.4400433619  |  521.2407533743  | 2.2198e-06 | 91159.107  |
| 0.033 |  522.0414634585  |  522.8422298373  | 2.2198e-06 | 91163.398  |
| 0.033 |  523.6429962886  |  524.4438192048  | 2.2198e-06 | 91167.703  |
| 0.033 |  525.2446421943  |  526.0455218122  | 2.2198e-06 |  91172.02  |
| 0.033 |  526.846401504   |  527.6473379945  | 2.2198e-06 |  91176.35  |
| 0.033 |  528.4482745596  |  529.2492680801  | 2.2198e-06 | 91180.693  |
| 0.033 |  530.0502616759  |  530.8513124043  | 2.2197e-06 | 91185.049  |
| 0.034 |  531.6523632087  |  532.453471316   | 2.2197e-06 | 91189.418  |
| 0.034 |   533.2545795    |  534.0557451504  | 2.2197e-06 |  91193.8   |
| 0.034 |  534.8569108781  |  535.6581342358  | 2.2197e-06 | 91198.195  |
| 0.034 |  536.4593576716  |  537.2606389281  | 2.2197e-06 | 91202.603  |
| 0.034 |  538.0619202633  |  538.8632595557  | 2.2197e-06 | 91207.023  |
| 0.034 |  539.6645989274  |  540.465996447   | 2.2196e-06 | 91211.457  |
| 0.034 |  541.2673940467  |  542.0688499645  | 2.2196e-06 | 91215.903  |
| 0.034 |  542.8703059633  |  543.6718204233  | 2.2196e-06 | 91220.363  |
| 0.034 |  544.4733349649  |  545.2749081517  | 2.2196e-06 | 91224.835  |
| 0.034 |  546.0764814208  |  546.8781135056  | 2.2196e-06 |  91229.32  |
| 0.034 |  547.6797456733  |  548.4814368202  | 2.2196e-06 | 91233.818  |
| 0.035 |  549.2831280508  |  550.0848784173  | 2.2195e-06 | 91238.329  |
| 0.035 |  550.8866288683  |  551.6884386459  | 2.2195e-06 | 91242.853  |
| 0.035 |  552.4902485087  |  553.2921178481  | 2.2195e-06 |  91247.39  |
| 0.035 |  554.0939872735  |  554.8959163526  | 2.2195e-06 | 91251.939  |
| 0.035 |  555.6978455184  |  556.499834481   | 2.2195e-06 | 91256.502  |
| 0.035 |  557.3018235311  |  558.1038725893  | 2.2195e-06 | 91261.077  |
| 0.035 |  558.9059217357  |  559.7080310265  | 2.2194e-06 | 91265.666  |
| 0.035 |  560.5101404062  |  561.3123100939  | 2.2194e-06 | 91270.267  |
| 0.035 |  562.1144798713  |  562.9167101542  | 2.2194e-06 | 91274.881  |
| 0.036 |  563.7189405276  |  564.5212315497  | 2.2194e-06 | 91279.508  |
| 0.036 |  565.3235226631  |  566.1258745954  | 2.2194e-06 | 91284.148  |
| 0.036 |  566.9282266198  |  567.7306396336  | 2.2193e-06 | 91288.801  |
| 0.036 |  568.5330527402  |  569.3355270066  | 2.2193e-06 | 91293.467  |
| 0.036 |  570.1380013666  |  570.9405370566  | 2.2193e-06 | 91298.145  |
| 0.036 |  571.7430728411  |  572.5456701056  | 2.2193e-06 | 91302.837  |
| 0.036 |  573.3482674654  |  574.1509265027  | 2.2193e-06 | 91307.541  |
| 0.036 |  574.9535856361  |  575.7563065903  | 2.2193e-06 | 91312.258  |
| 0.036 |  576.5590276412  |  577.3618106765  | 2.2192e-06 | 91316.988  |
| 0.036 |  578.1645938094  |  578.9674391243  | 2.2192e-06 | 91321.731  |
| 0.037 |  579.7702845376  |  580.5731922692  | 2.2192e-06 | 91326.487  |
| 0.037 |   581.3761001    |  582.1790704262  | 2.2192e-06 | 91331.256  |
| 0.037 |  582.9820408526  |  583.7850739584  | 2.2192e-06 | 91336.038  |
| 0.037 |  584.588107165   |  585.3912031875  | 2.2191e-06 | 91340.832  |
| 0.037 |  586.1942993117  |  586.9974584493  | 2.2191e-06 | 91345.639  |
| 0.037 |  587.8006176894  |  588.6038400793  | 2.2191e-06 |  91350.46  |
| 0.037 |  589.4070625725  |  590.2103484131  | 2.2191e-06 | 91355.293  |
| 0.037 |  591.013634358   |  591.8169837933  | 2.2191e-06 | 91360.139  |
| 0.037 |  592.6203333338  |  593.4237465487  | 2.2191e-06 | 91364.998  |
| 0.037 |  594.2271598696  |  595.0306370217  | 2.219e-06  | 91369.869  |
| 0.038 |  595.8341142807  |  596.6376555412  | 2.219e-06  | 91374.754  |
| 0.038 |  597.4411969095  |  598.2448024498  | 2.219e-06  | 91379.651  |
| 0.038 |  599.0484080986  |  599.852078083   | 2.219e-06  | 91384.561  |
| 0.038 |  600.6557481768  |  601.4594827766  | 2.219e-06  | 91389.485  |
| 0.038 |  602.2632174867  |  603.0670168596  | 2.2189e-06 | 91394.421  |
| 0.038 |  603.8708163436  |  604.6746806676  | 2.2189e-06 | 91399.369  |
| 0.038 |  605.4785451037  |  606.2824745501  | 2.2189e-06 | 91404.331  |
| 0.038 |  607.0864041095  |  607.8903988428  | 2.2189e-06 | 91409.306  |
| 0.038 |  608.6943936899  |  609.4984538746  | 2.2189e-06 | 91414.293  |
| 0.038 |  610.302514174   |  611.1066399745  | 2.2189e-06 | 91419.293  |
| 0.038 |  611.9107658907  |  612.7149574852  | 2.2188e-06 | 91424.306  |
| 0.039 |  613.5191491963  |  614.3234067424  | 2.2188e-06 | 91429.332  |
| 0.039 |  615.1276644061  |  615.931988082   | 2.2188e-06 | 91434.371  |
| 0.039 |  616.7363118764  |  617.5407018398  | 2.2188e-06 | 91439.423  |
| 0.039 |  618.3450919226  |  619.1495483448  | 2.2188e-06 | 91444.487  |
| 0.039 |  619.9540048873  |  620.7585279465  | 2.2187e-06 | 91449.565  |
| 0.039 |  621.5630511269  |  622.367640974   | 2.2187e-06 | 91454.655  |
| 0.039 |  623.1722309432  |  623.9768877495  | 2.2187e-06 | 91459.758  |
| 0.039 |  624.7815446789  |  625.5862686225  | 2.2187e-06 | 91464.874  |
| 0.039 |  626.3909926902  |  627.1957839358  | 2.2187e-06 | 91470.002  |
|  0.04 |  628.0005753064  |  628.8054340185  | 2.2186e-06 | 91475.144  |
|  0.04 |  629.6102928565  |  630.4152192064  | 2.2186e-06 | 91480.298  |
|  0.04 |  631.2201456832  |  632.0251398288  | 2.2186e-06 | 91485.465  |
|  0.04 |  632.8301341022  |  633.6351962011  | 2.2186e-06 | 91490.645  |
|  0.04 |  634.4402584289  |  635.2453886866  | 2.2186e-06 | 91495.838  |
|  0.04 |  636.0505190742  |  636.8557176281  | 2.2185e-06 | 91501.044  |
|  0.04 |  637.6609163128  |  638.4661833342  | 2.2185e-06 | 91506.262  |
|  0.04 |  639.2714504875  |  640.0767861547  | 2.2185e-06 | 91511.494  |
|  0.04 |  640.8821219547  |  641.6875264256  | 2.2185e-06 | 91516.738  |
|  0.04 |  642.4929310302  |  643.2984044692  | 2.2185e-06 | 91521.995  |
|  0.04 |  644.103878043   |  644.9094206352  | 2.2184e-06 | 91527.264  |
| 0.041 |  645.7149633633  |  646.5205752597  | 2.2184e-06 | 91532.547  |
| 0.041 |  647.326187293   |  648.1318686584  | 2.2184e-06 | 91537.842  |
| 0.041 |  648.9375501616  |  649.7433011809  | 2.2184e-06 |  91543.15  |
| 0.041 |  650.549052339   |  651.3548731633  | 2.2184e-06 | 91548.471  |
| 0.041 |  652.1606941275  |  652.966584935   | 2.2183e-06 | 91553.805  |
| 0.041 |  653.7724758834  |  654.5784368319  | 2.2183e-06 | 91559.152  |
| 0.041 |  655.3843979225  |  656.1904291972  | 2.2183e-06 | 91564.511  |
| 0.041 |  656.996460615   |  657.8025623602  | 2.2183e-06 | 91569.884  |
| 0.041 |  658.6086642494  |  659.4148366501  | 2.2183e-06 | 91575.269  |
| 0.042 |  660.2210091958  |  661.0272524031  | 2.2182e-06 | 91580.666  |
| 0.042 |  661.8334957566  |  662.6398099487  | 2.2182e-06 | 91586.077  |
| 0.042 |  663.4461242881  |  664.2525096367  | 2.2182e-06 |  91591.5   |
| 0.042 |  665.0588951335  |  665.8653518032  | 2.2182e-06 | 91596.937  |
| 0.042 |  666.6718086222  |  667.4783367641  | 2.2182e-06 | 91602.386  |
| 0.042 |  668.2848650564  |  669.0914648624  | 2.2181e-06 | 91607.848  |
| 0.042 |  669.8980648199  |  670.7047364276  | 2.2181e-06 | 91613.322  |
| 0.042 |  671.5114081878  |  672.3181517959  | 2.2181e-06 |  91618.81  |
| 0.042 |  673.1248955576  |  673.9317113104  | 2.2181e-06 |  91624.31  |
| 0.042 |  674.738527218   |  675.5454153006  | 2.2181e-06 | 91629.823  |
| 0.042 |  676.3523035392  |  677.1592641028  | 2.218e-06  | 91635.348  |
| 0.043 |  677.9662248235  |  678.7732580534  | 2.218e-06  | 91640.887  |
| 0.043 |  679.5802914414  |  680.3873974682  | 2.218e-06  | 91646.438  |
| 0.043 |  681.1945036543  |   682.00168267   | 2.218e-06  | 91652.002  |
| 0.043 |  682.8088618461  |  683.6161140223  | 2.2179e-06 | 91657.579  |
| 0.043 |  684.4233663601  |  685.2306918752  | 2.2179e-06 | 91663.169  |
| 0.043 |  686.038017553   |  686.8454165446  | 2.2179e-06 | 91668.771  |
| 0.043 |  687.6528157001  |  688.4602883397  | 2.2179e-06 | 91674.387  |
| 0.043 |  689.2677611444  |  690.0753076173  | 2.2179e-06 | 91680.015  |
| 0.043 |  690.8828542565  |  691.6904747207  | 2.2178e-06 | 91685.655  |
| 0.044 |  692.4980953523  |  693.3057899659  | 2.2178e-06 | 91691.309  |
| 0.044 |  694.113484748   |  694.9212536893  | 2.2178e-06 | 91696.975  |
| 0.044 |  695.7290228004  |  696.5368662207  | 2.2178e-06 | 91702.654  |
| 0.044 |  697.3447098118  |  698.1526278896  | 2.2178e-06 | 91708.346  |
| 0.044 |  698.9605461394  |  699.7685390394  | 2.2177e-06 | 91714.051  |
| 0.044 |  700.5765321126  |  701.3846000134  | 2.2177e-06 | 91719.768  |
| 0.044 |  702.1926680886  |  703.0008111414  | 2.2177e-06 | 91725.498  |
| 0.044 |  703.8089543697  |  704.6171727598  | 2.2177e-06 | 91731.241  |
| 0.044 |  705.4253913266  |  706.2336851916  | 2.2176e-06 | 91736.997  |
| 0.044 |  707.0419792346  |  707.8503487666  | 2.2176e-06 | 91742.765  |
| 0.045 |  708.6587184778  |  709.4671638281  | 2.2176e-06 | 91748.546  |
| 0.045 |  710.2756093589  |  711.0841306992  | 2.2176e-06 |  91754.34  |
| 0.045 |  711.8926522212  |  712.7012497232  | 2.2176e-06 | 91760.147  |
| 0.045 |  713.5098474082  |  714.3185212233  | 2.2175e-06 | 91765.966  |
| 0.045 |  715.1271952225  |  715.9359455291  | 2.2175e-06 | 91771.798  |
| 0.045 |  716.7446960211  |  717.5535229842  | 2.2175e-06 | 91777.643  |
| 0.045 |  718.3623501339  |  719.1712539252  | 2.2175e-06 |  91783.5   |
| 0.045 |  719.9801579044  |  720.7891386888  | 2.2174e-06 | 91789.371  |
| 0.045 |  721.5981196624  |  722.4071776049  | 2.2174e-06 | 91795.254  |
| 0.045 |  723.2162357379  |  724.0253709831  | 2.2174e-06 |  91801.15  |
| 0.046 |  724.8345064199  |  725.6437191599  | 2.2174e-06 | 91807.058  |
| 0.046 |  726.4529320929  |  727.2622224858  | 2.2174e-06 | 91812.979  |
| 0.046 |  728.071513073   |  728.8808812907  | 2.2173e-06 | 91818.913  |
| 0.046 |  729.690249704   |  730.4996959046  | 2.2173e-06 |  91824.86  |
| 0.046 |  731.3091423021  |  732.1186666711  | 2.2173e-06 |  91830.82  |
| 0.046 |  732.9281912382  |  733.7377939201  | 2.2173e-06 | 91836.792  |
| 0.046 |  734.5473968015  |  735.3570779613  | 2.2172e-06 | 91842.777  |
| 0.046 |  736.1667593219  |  736.9765191246  | 2.2172e-06 | 91848.774  |
| 0.046 |  737.7862791295  |  738.5961177606  | 2.2172e-06 | 91854.785  |
| 0.046 |  739.4059565951  |  740.2158742128  | 2.2172e-06 | 91860.808  |
| 0.046 |  741.0257920353  |  741.8357887978  | 2.2171e-06 | 91866.843  |
| 0.047 |  742.6457857665  |  743.4558618593  | 2.2171e-06 | 91872.892  |
| 0.047 |  744.2659381595  |  745.0760937272  | 2.2171e-06 | 91878.953  |
| 0.047 |  745.8862495037  |  746.6964847114  | 2.2171e-06 | 91885.027  |
| 0.047 |  747.5067201292  |  748.3170351555  | 2.2171e-06 | 91891.114  |
| 0.047 |  749.1273503934  |  749.9377454102  | 2.217e-06  | 91897.213  |
| 0.047 |  750.7481406399  |  751.5586157987  | 2.217e-06  | 91903.325  |
| 0.047 |  752.3690911718  |  753.1796466445  | 2.217e-06  |  91909.45  |
| 0.047 |  753.9902023328  |  754.800838264   | 2.217e-06  | 91915.587  |
| 0.047 |  755.6114744123  |  756.422191008   | 2.2169e-06 | 91921.737  |
| 0.048 |  757.2329078222  |  758.0437052339  | 2.2169e-06 |  91927.9   |
| 0.048 |  758.8545028654  |  759.6653812378  | 2.2169e-06 | 91934.076  |
| 0.048 |  760.4762598314  |  761.2872193568  | 2.2169e-06 | 91940.264  |
| 0.048 |  762.0981791049  |  762.9092199417  | 2.2168e-06 | 91946.465  |
| 0.048 |  763.7202610025  |  764.5313832953  | 2.2168e-06 | 91952.679  |
| 0.048 |  765.3425058137  |  766.153709755   | 2.2168e-06 | 91958.905  |
| 0.048 |  766.9649139232  |  767.7761996645  | 2.2168e-06 | 91965.144  |
| 0.048 |  768.5874856341  |  769.3988533406  | 2.2167e-06 | 91971.396  |
| 0.048 |  770.2102212768  |  771.0216711272  | 2.2167e-06 |  91977.66  |
| 0.048 |  771.8331212088  |  772.6446533751  | 2.2167e-06 | 91983.937  |
| 0.048 |  773.4561857741  |  774.2678003943  | 2.2167e-06 | 91990.227  |
| 0.049 |  775.0794152486  |  775.8911125015  | 2.2167e-06 | 91996.529  |
| 0.049 |  776.7028099899  |  777.5145900407  | 2.2166e-06 | 92002.844  |
| 0.049 |  778.3263703285  |  779.1382333492  | 2.2166e-06 | 92009.172  |
| 0.049 |  779.9500966084  |  780.7620427506  | 2.2166e-06 | 92015.512  |
| 0.049 |  781.5739891328  |  782.3860185617  | 2.2166e-06 | 92021.865  |
| 0.049 |  783.1980482321  |  784.0101611403  | 2.2165e-06 | 92028.231  |
| 0.049 |  784.8222742914  |  785.6344708031  | 2.2165e-06 | 92034.609  |
| 0.049 |  786.4466675593  |  787.2589478671  | 2.2165e-06 | 92041.001  |
| 0.049 |  788.0712284208  |  788.8835926967  | 2.2165e-06 | 92047.404  |
|  0.05 |  789.6959572202  |  790.5084056091  | 2.2164e-06 | 92053.821  |
|  0.05 |  791.320854247   |  792.1333869209  | 2.2164e-06 |  92060.25  |
|  0.05 |  792.9459198454  |  793.7585369833  | 2.2164e-06 | 92066.691  |
|  0.05 |  794.5711543733  |  795.3838561268  | 2.2164e-06 | 92073.146  |
|  0.05 |  796.1965581339  |  797.0093446616  | 2.2163e-06 | 92079.613  |
|  0.05 |  797.8221314443  |  798.6350029454  | 2.2163e-06 | 92086.093  |
|  0.05 |  799.4478747032  |  800.2608313158  | 2.2163e-06 | 92092.585  |
|  0.05 |  801.0737881867  |  801.8868300762  | 2.2163e-06 |  92099.09  |
|  0.05 |  802.6998722255  |  803.5129995436  | 2.2162e-06 | 92105.607  |
|  0.05 |  804.326127123   |  805.1393400622  | 2.2162e-06 | 92112.138  |
|  0.05 |  805.9525532644  |  806.7658519696  | 2.2162e-06 | 92118.681  |
| 0.051 |  807.5791509394  |  808.3925355761  | 2.2162e-06 | 92125.236  |
| 0.051 |  809.2059204789  |  810.0193912327  | 2.2161e-06 | 92131.804  |
| 0.051 |  810.8328622543  |  811.6464192567  | 2.2161e-06 | 92138.385  |
| 0.051 |  812.4599765285  |  813.2736199924  | 2.2161e-06 | 92144.978  |
| 0.051 |  814.0872637273  |  814.9009937842  | 2.2161e-06 | 92151.585  |
| 0.051 |  815.7147241136  |  816.5285409219  | 2.216e-06  | 92158.203  |
| 0.051 |  817.3423580045  |  818.1562617433  | 2.216e-06  | 92164.835  |
| 0.051 |  818.970165758   |  819.7841565791  | 2.216e-06  | 92171.479  |
| 0.051 |  820.5981476778  |  821.4122257739  | 2.216e-06  | 92178.135  |
| 0.052 |  822.2263041491  |  823.040469672   | 2.2159e-06 | 92184.804  |
| 0.052 |  823.8546354756  |  824.6688885703  | 2.2159e-06 | 92191.486  |
| 0.052 |  825.4831419473  |  826.2974828064  | 2.2159e-06 |  92198.18  |
| 0.052 |  827.1118239496  |  827.926252725   | 2.2159e-06 | 92204.888  |
| 0.052 |  828.7406817862  |  829.5551986365  | 2.2158e-06 | 92211.607  |
| 0.052 |  830.3697157743  |  831.1843208787  | 2.2158e-06 | 92218.339  |
| 0.052 |  831.9989262721  |  832.8136197824  | 2.2158e-06 | 92225.084  |
| 0.052 |  833.6283135834  |  834.4430956719  | 2.2157e-06 | 92231.842  |
| 0.052 |  835.2578780528  |  836.0727488918  | 2.2157e-06 | 92238.612  |
| 0.052 |  836.8876200249  |  837.7025797594  | 2.2157e-06 | 92245.395  |
| 0.053 |  838.5175397898  |  839.3325885922  | 2.2157e-06 |  92252.19  |
| 0.053 |  840.1476376922  |  840.9627757212  | 2.2156e-06 | 92258.998  |
| 0.053 |  841.7779140495  |  842.5931414842  | 2.2156e-06 | 92265.818  |
| 0.053 |   843.40836922   |  844.2236862192  | 2.2156e-06 | 92272.651  |
| 0.053 |  845.0390035212  |  845.8544102436  | 2.2156e-06 | 92279.497  |
| 0.053 |  846.6698172705  |  847.4853138749  | 2.2155e-06 | 92286.355  |
| 0.053 |  848.3008107855  |  849.1163974646  | 2.2155e-06 | 92293.226  |
| 0.053 |  849.9319844518  |  850.7476613508  | 2.2155e-06 | 92300.109  |
| 0.053 |  851.5633385596  |  852.3791058237  | 2.2155e-06 | 92307.005  |
| 0.053 |  853.1948733993  |  854.0107312144  | 2.2154e-06 | 92313.914  |
| 0.054 |  854.8265893429  |  855.6425378815  | 2.2154e-06 | 92320.835  |
| 0.054 |  856.4584867352  |  857.2745261493  | 2.2154e-06 | 92327.769  |
| 0.054 |  858.0905658802  |  858.9066963422  | 2.2154e-06 | 92334.715  |
| 0.054 |  859.7228271228  |  860.5390487711  | 2.2153e-06 | 92341.674  |
| 0.054 |  861.3552707398  |  862.1715837604  | 2.2153e-06 | 92348.646  |
| 0.054 |  862.9878971032  |  863.8043016686  | 2.2153e-06 |  92355.63  |
| 0.054 |  864.6207065581  |  865.4372028066  | 2.2152e-06 | 92362.626  |
| 0.054 |  866.2536993811  |  867.0702874989  | 2.2152e-06 | 92369.635  |
| 0.054 |  867.8868759445  |  868.7035560905  | 2.2152e-06 | 92376.657  |
| 0.054 |  869.5202365661  |  870.3370088923  | 2.2152e-06 | 92383.691  |
| 0.054 |  871.1537815499  |  871.9706462356  | 2.2151e-06 | 92390.738  |
| 0.055 |  872.7875112546  |  873.6044684655  | 2.2151e-06 | 92397.798  |
| 0.055 |  874.4214260115  |  875.238475886   | 2.2151e-06 |  92404.87  |
| 0.055 |  876.0555260976  |  876.872668822   | 2.2151e-06 | 92411.954  |
| 0.055 |  877.6898118852  |  878.5070476183  | 2.215e-06  | 92419.051  |
| 0.055 |  879.3242836921  |  880.1416126065  | 2.215e-06  | 92426.161  |
| 0.055 |  880.9589418634  |  881.7763641044  | 2.215e-06  | 92433.283  |
| 0.055 |  882.5937866898  |  883.4113024299  | 2.2149e-06 | 92440.418  |
| 0.055 |  884.2288185163  |  885.0464279212  | 2.2149e-06 | 92447.565  |
| 0.055 |  885.8640376745  |  886.6817409033  | 2.2149e-06 | 92454.725  |
| 0.056 |  887.4994444823  |  888.3172416939  | 2.2149e-06 | 92461.897  |
| 0.056 |  889.1350392576  |  889.9529306382  | 2.2148e-06 | 92469.082  |
| 0.056 |  890.7708223729  |  891.5888080747  | 2.2148e-06 | 92476.279  |
| 0.056 |  892.4067941325  |  893.2248743009  | 2.2148e-06 | 92483.489  |
| 0.056 |  894.0429548272  |  894.8611296348  | 2.2148e-06 | 92490.712  |
| 0.056 |  895.6793048023  |  896.4975744148  | 2.2147e-06 | 92497.947  |
| 0.056 |  897.3158443893  |  898.1342089863  | 2.2147e-06 | 92505.194  |
| 0.056 |  898.9525739472  |  899.7710336741  | 2.2147e-06 | 92512.454  |
| 0.056 |  900.5894937668  |  901.4080487895  | 2.2146e-06 | 92519.727  |
| 0.056 |  902.2266041799  |  903.0452546641  | 2.2146e-06 | 92527.012  |
| 0.056 |  903.8639055181  |  904.6826516229  | 2.2146e-06 | 92534.309  |
| 0.057 |  905.5013980995  |  906.3202399909  | 2.2146e-06 | 92541.619  |
| 0.057 |  907.139082256   |  907.958020093   | 2.2145e-06 | 92548.942  |
| 0.057 |  908.7769583057  |  909.5959922609  | 2.2145e-06 | 92556.277  |
| 0.057 |  910.415026594   |  911.2341568266  | 2.2145e-06 | 92563.625  |
| 0.057 |  912.0532874391  |  912.8725141354  | 2.2144e-06 | 92570.985  |
| 0.057 |  913.6917412136  |  914.511064492   | 2.2144e-06 | 92578.357  |
| 0.057 |  915.3303881542  |  916.1498082009  | 2.2144e-06 | 92585.742  |
| 0.057 |  916.9692286335  |  917.7887456145  | 2.2144e-06 |  92593.14  |
| 0.057 |  918.6082629835  |  919.4278770443  | 2.2143e-06 |  92600.55  |
| 0.058 |  920.2474914951  |  921.067202829   | 2.2143e-06 | 92607.973  |
| 0.058 |  921.8869145549  |  922.7067233004  | 2.2143e-06 | 92615.408  |
| 0.058 |  923.5265324402  |  924.3464387703  | 2.2142e-06 | 92622.855  |
| 0.058 |  925.1663454966  |  925.9863495704  | 2.2142e-06 | 92630.315  |
| 0.058 |  926.8063540426  |  927.6264560057  | 2.2142e-06 | 92637.788  |
| 0.058 |  928.4465583692  |  929.266758408   | 2.2142e-06 | 92645.273  |
| 0.058 |  930.0869588494  |  930.9072571231  | 2.2141e-06 |  92652.77  |
| 0.058 |  931.7275558015  |  932.5479524762  | 2.2141e-06 |  92660.28  |
| 0.058 |  933.3683495577  |  934.1888447722  | 2.2141e-06 | 92667.803  |
| 0.058 |  935.0093403955  |  935.8299343294  | 2.214e-06  | 92675.338  |
| 0.058 |  936.6505286743  |  937.4712215005  | 2.214e-06  | 92682.885  |
| 0.059 |  938.2919147398  |  939.1127066175  | 2.214e-06  | 92690.445  |
| 0.059 |  939.9334989106  |  940.7543899855  | 2.214e-06  | 92698.017  |
| 0.059 |  941.5752814778  |  942.3962719296  | 2.2139e-06 | 92705.602  |
| 0.059 |  943.2172628011  |  944.0383527958  | 2.2139e-06 | 92713.199  |
| 0.059 |  944.8594432124  |  945.6806328891  | 2.2139e-06 | 92720.809  |
| 0.059 |  946.5018229897  |  947.3231125279  | 2.2138e-06 | 92728.431  |
| 0.059 |  948.1444024923  |  948.9657920446  | 2.2138e-06 | 92736.066  |
| 0.059 |  949.7871820253  |  950.6086717647  | 2.2138e-06 | 92743.713  |
| 0.059 |  951.4301619346  |  952.2517520203  | 2.2137e-06 | 92751.372  |
|  0.06 |  953.0733425388  |  953.8950331303  | 2.2137e-06 | 92759.044  |
|  0.06 |  954.7167241567  |  955.5385154132  | 2.2137e-06 | 92766.729  |
|  0.06 |  956.3603071069  |  957.1821991879  | 2.2137e-06 | 92774.425  |
|  0.06 |  958.0040917083  |  958.8260847867  | 2.2136e-06 | 92782.135  |
|  0.06 |  959.6480783067  |  960.4701725487  | 2.2136e-06 | 92789.856  |
|  0.06 |  961.2922672347  |  962.1144628065  | 2.2136e-06 |  92797.59  |
|  0.06 |  962.9366588245  |  963.7589558583  | 2.2135e-06 | 92805.337  |
|  0.06 |  964.5812533405  |  965.403652023   | 2.2135e-06 | 92813.096  |
|  0.06 |  966.2260511561  |  967.0485516398  | 2.2135e-06 | 92820.867  |
|  0.06 |  967.8710525765  |  968.6936550209  | 2.2134e-06 | 92828.651  |
| 0.061 |  969.5162579206  |  970.3389625055  | 2.2134e-06 | 92836.448  |
| 0.061 |  971.161667548   |  971.9844744261  | 2.2134e-06 | 92844.256  |
